ID,POS,Gloss,Gloss_persian,Checked
94938,noun,a neurobiologist who specializes in the study of the brain,یک متخصص مغز و اعصاب که متخصص در مطالعه مغز است,t
94939,noun,the scientific study of the nervous system,مطالعه علمی سیستم عصبی,t
94940,noun,sustentacular tissue that surrounds and supports neurons in the central nervous system; glial and neural cells together compose the tissue of the central nervous system,بافت حفره ای که سلولهای عصبی را در سیستم عصبی مرکزی احاطه کرده و از آنها پشتیبانی می کند.سلولهای گلیال و عصبی با هم بافت سیستم عصبی مرکزی را تشکیل می دهند,t
94941,noun,a tumor of the brain consisting of neuroglia,تومور مغز متشکل از نوروگلیا,t
94942,noun,tissue between the cells of a structure or part in plant or animal,بافتی بین سلولهای یک ساختار یا بخشی در گیاه یا حیوان,t
94943,noun,tissue consisting of large stellate neuroglial cells,بافتی متشکل از سلولهای بزرگ نوروگلایال ستاره ای,t
94944,noun,neuroglial tissue of mesodermal origin that can become phagocytic,بافت نوروگلایال با منشأ مزودرمال که می تواند فاگوسیتیک شود,t
94945,noun,a cell of the neuroglia,سلول نوروگلیا,t
94946,noun,"an organelle in the cytoplasm of a living cell; they attach to mRNA and move down it one codon at a time and then stop until tRNA brings the required amino acid; when it reaches a stop codon it falls apart and releases the completed protein molecule for use by the cell; ""the ribosome is the site of protein synthesis""","اندامک در سیتوپلاسم سلول زنده ؛آنها به mRNA متصل می شوند و هر بار یک کدون به پایین حرکت می کنند و سپس متوقف می شوند تا tRNA آمینو اسید مورد نیاز را بیاورد.وقتی به کدون توقف می رسد ، از هم می پاشد و مولکول پروتئین کامل شده را برای استفاده توسط سلول آزاد می کند؛ ""ریبوزوم محل سنتز پروتئین است""",t
94947,noun,the opening page of a web site,صفحه افتتاح یک وب سایت,t
94948,noun,a kind of ink-jet printer,نوعی چاپگر جوهر افشان,t
94949,noun,a portable computer small enough to use in your lap,یک کامپیوتر قابل حمل به اندازه کافی کوچک برای استفاده روی پا,t
94950,noun,burglary of a dwelling while the residents are at home,سرقت از یک خانه در حالی که ساکنان خانه هستند,t
94951,noun,"a hypodermic syringe to use in injecting yourself with a liquid; ""United States troops now carry atropine and autoinjectors in their first-aid kits to use in case of organophosphate nerve agent poisoning""","یک سرنگ زیرپوستی برای تزریق مایعات به خودتان؛ ""سربازان ایالات متحده اکنون آتروپین و انژکتورهای خودکار را در جعبه کمکهای اولیه خود حمل می کنند تا در صورت مسمومیت با عامل عصب ارگانوفسفات استفاده کنند""",t
94952,noun,abnormally low blood pressure,فشار خون غیر طبیعی,t
94953,noun,low blood pressure occurring in some people when they stand up,فشار خون پایین در برخی از افراد هنگام ایستادن رخ می دهد,t
94954,noun,an underactive thyroid gland; a glandular disorder resulting from insufficient production of thyroid hormones,غده تیروئید کم کار ؛یک اختلال غده ای ناشی از تولید ناکافی هورمون های تیروئید,t
94955,noun,hypothyroidism marked by dry skin and swellings around lips and nose as well as mental deterioration,کم کاری تیروئید که با خشکی پوست و تورم در اطراف لب و بینی و همچنین زوال ذهنی مشخص شده است,t
94956,noun,severe hypothyroidism resulting in physical and mental stunting,کم کاری تیروئید شدید که منجر به توقف بدنی و جسمی می شود,t
94957,noun,hypoxia resulting from a decreased concentration of hemoglobin,هیپوکسی ناشی از کاهش غلظت هموگلوبین,t
94958,noun,hypoxia resulting from defective oxygenation of the blood in the lungs,هیپوکسی ناشی از نقص اکسیژن رسانی خون در ریه ها,t
94959,noun,hypoxia resulting from slow peripheral circulation (such as follows congestive cardiac failure),کم‌اکسیژنی ناشی از گردش خون محیطی کند (مانند نارسایی احتقانی قلب),t
94960,noun,a Chinese green tea with twisted leaves,یک چای سبز چینی با برگ های پیچ خورده,t
94961,noun,Eurasian genus of perennial herbs or subshrubs,تیره اوراسیا از گیاهان چند ساله یا زیر بوته ای,t
94962,noun,surgical removal of the uterus and the ovaries and oviducts and cervix and related lymph nodes,برداشتن رحم و تخمدان ها و مجاری تخمدان و دهانه رحم و غدد لنفاوی مرتبط با آن,t
94963,noun,surgical removal of the uterus and cervix,برداشتن رحم و دهانه رحم با جراحی,t
94964,noun,a form of hysteria having features of both conversion disorder and anxiety neurosis,نوعی هیستری که دارای ویژگی های اختلال تبدیلی و روان رنجوری اضطرابی است,t
94965,noun,hysteria with cataleptic symptoms,هیستری با علائم جمود فکری,t
94966,noun,Italian painter whose many paintings exemplify the ideals of the High Renaissance (1483-1520),نقاش ایتالیایی که بسیاری از نقاشی هایش نمونه ای از آرمان های دوران رنسانس والا (1483-1520) است,t
94967,noun,a mammal family of true squirrels including: ground squirrels; marmots; chipmunks; flying squirrels; spermophiles,یک خانواده پستاندار از سنجاب های واقعی از جمله: سنجاب های زمینی؛ مارموت سنجاب ها؛ سنجاب های پرنده؛اسپرموفیل ها,t
94968,noun,any typical arboreal squirrel,هر سنجاب درختی معمولی,t
94969,noun,small striped semiterrestrial eastern American squirrel with cheek pouches,سنجاب کوچک راه راه نیمه خاکی آمریکای شرقی با کیسه های گونه,t
94970,noun,terrestrial Siberian squirrel,سنجاب سیبری زمینی,t
94971,noun,New World flying squirrels,سنجاب های پرنده دنیای جدید,t
94972,noun,nocturnal rodent of Asia having furry folds of skin between forelegs and hind legs enabling it to move by gliding leaps,جونده شبانه آسیا با چین های پوستی خزدار بین بازوها و پاهای عقب که باعث می شود بتواند با جهش های سبک حرکت کند,t
94973,noun,typing that leaves alternate lines blank,تایپی که خطوط یک در میان را خالی میگذارد,t
94974,noun,typing that does not leave lines blank,تایپی که خطوط یک در میان را خالی نمیگذارد,t
